timestamp,ecg_measurement
6499380,1.8426198005
6503244,1.8181818962
6507136,1.8035190582
6511008,1.8084066390
6514872,1.8279570579
6518740,1.8328446388
6522620,1.8132943153
6526500,1.7986314296
6530384,1.8084066390
6534248,1.8426198005
6538108,1.8523949623
6542000,1.8279570579
6545876,1.7986314296
6549756,1.8035190582
6553636,1.8328446388
6557504,1.8572825431
6561384,1.8377322196
6565260,1.7986314296
6569140,1.7937438488
6573016,1.8279570579
6576884,1.8768328666
6580768,1.8719452857
6584656,1.8377322196
6588524,1.8328446388
6592400,1.8621701240
6596280,1.9012707710
6600148,1.9159335136
6604040,1.8963831901
6607916,1.8866080284
6611780,1.9110459327
6615664,1.9599218368
6619544,1.9941349029
6623416,1.9696969985
6627288,1.9452590942
6631168,1.9354838371
6635056,1.9354838371
6638944,1.9305962562
6642824,1.8866080284
6646688,1.8475073814
6650560,1.8084066390
6654428,1.7986314296
6658312,1.7888562679
6662188,1.7693059444
6666056,1.7253177165
6669940,1.7057673931
6673824,1.7008798122
6677696,1.7155425548
6681568,1.7106549739
6685444,1.6911046504
6689312,1.6715541839
6693196,1.6764417648
6697084,1.6959922313
6700964,1.6959922313
6704844,1.6813293457
6708732,1.6666666030
6712608,1.6715541839
6716476,1.6959922313
6720348,1.6959922313
6724240,1.7008798122
6728112,1.7399804592
6731984,1.8572825431
6735860,2.0674486160
6739732,2.3704788684
6743612,2.7077224254
6747484,3.0205278396
6751340,3.2551319599
6755220,3.3137829303
6759100,3.1280548572
6762980,2.7614858150
6766860,2.2629520893
6770736,1.7595307826
6774604,1.3929618644
6778480,1.1583577394
6782356,1.0850440216
6786220,1.0850440216
6790080,1.1583577394
6793964,1.2658846378
6797844,1.3880742835
6801728,1.4956011772
6805596,1.5640274047
6809468,1.5884653091
6813340,1.6324535369
6817228,1.6617790222
6821108,1.6959922313
6824996,1.6959922313
6828868,1.6911046504
6832740,1.7057673931
6836624,1.7302052974
6840484,1.7546432018
6844348,1.7644183635
6848236,1.7595307826
6852108,1.7693059444
6855980,1.8035190582
6859856,1.8279570579
6863728,1.8475073814
6867608,1.8328446388
6871480,1.8426198005
6875352,1.8670577049
6879212,1.8963831901
6883092,1.9110459327
6886976,1.9159335136
6890860,1.9012707710
6894736,1.9159335136
6898616,1.9403715133
6902488,1.9648094177
6906360,1.9648094177
6910240,1.9696969985
6914112,1.9843597412
6917988,2.0234603881
6921860,2.0478982925
6925732,2.0576734542
6929612,2.0723361968
6933476,2.0821113586
6937348,2.1260998249
6941228,2.1554253101
6945108,2.1896383762
6948996,2.1847507953
6952868,2.2091886997
6956740,2.2434017658
6960620,2.2776148319
6964500,2.2873899936
6968368,2.2873899936
6972236,2.2922775745
6976116,2.3167154788
6979996,2.3460409641
6983868,2.3362658023
6987740,2.3118278980
6991620,2.3020527362
6995484,2.3069403171
6999348,2.3167154788
7003228,2.2873899936
7007100,2.2385141849
7010980,2.1749756336
7014868,2.1309874057
7018740,2.0918865203
7022616,2.0234603881
7026480,1.9550342559
7030352,1.8621701240
7034228,1.7986314296
7038116,1.7546432018
7041996,1.7057673931
7045876,1.6520038604
7049740,1.5982404708
7053612,1.5738025665
7057476,1.5689149856
7061340,1.5591397285
7065220,1.5444769859
7069100,1.5200390815
7072964,1.5200390815
7076828,1.5347018241
7080708,1.5591397285
7084588,1.5591397285
7088476,1.5542521476
7092348,1.5689149856
7096228,1.5884653091
7100108,1.6177907943
7103992,1.6226783752
7107876,1.6177907943
7111748,1.6177907943
7115620,1.6422286987
7119500,1.6764417648
7123380,1.6764417648
7127264,1.6715541839
7131148,1.6666666030
7135024,1.6862169265
7138912,1.7106549739
7142792,1.7155425548
7146680,1.7106549739
7150552,1.7008798122
7154416,1.7106549739
7158296,1.7302052974
7162168,1.7399804592
7166040,1.7302052974
7169912,1.7253177165
7173796,1.7350928783
7177676,1.7644183635
7181556,1.7937438488
7185444,1.7741935253
7189316,1.7595307826
7193196,1.7546432018
7197076,1.7693059444
7200956,1.7888562679
7204836,1.7741935253
7208724,1.7595307826
7212608,1.7497556209
7216480,1.7644183635
7220356,1.7839686870
7224224,1.7790811061
7228100,1.7644183635
7231988,1.7644183635
7235876,1.7839686870
7239740,1.7986314296
7243620,1.7986314296
7247492,1.7790811061
7251356,1.7839686870
7255232,1.7888562679
7259108,1.8132943153
7263000,1.8084066390
7266860,1.7937438488
7270748,1.7741935253
7274628,1.7839686870
7278496,1.8035190582
7282364,1.8132943153
7286252,1.8132943153
7290140,1.7839686870
7294012,1.7937438488
7297896,1.8084066390
7301764,1.8181818962
7305656,1.8084066390
7309508,1.7986314296
7313380,1.7986314296
7317264,1.8279570579
7321144,1.8426198005
7325024,1.8377322196
7328912,1.8279570579
7332784,1.8279570579
7336664,1.8523949623
7340540,1.8768328666
7344412,1.8817204475
7348284,1.8768328666
7352156,1.8817204475
7356040,1.9061583518
7359920,1.9305962562
7363800,1.9354838371
7366660,1.9159335136
7371560,1.9159335136
7375444,1.9354838371
7379328,1.9648094177
7383208,1.9745845794
7387080,1.9599218368
7390968,1.9452590942
7394848,1.9501466751
7398728,1.9599218368
7402600,1.9452590942
7406468,1.9159335136
7410348,1.8817204475
7414232,1.8719452857
7418112,1.8719452857
7421996,1.8523949623
7425876,1.8181818962
7429764,1.7888562679
7433644,1.7790811061
7437508,1.7986314296
7441380,1.7937438488
7445260,1.7888562679
7449140,1.7644183635
7453028,1.7693059444
7456908,1.7888562679
7460792,1.8084066390
7464652,1.7986314296
7468524,1.7839686870
7472392,1.7790811061
7476268,1.7839686870
7480132,1.7937438488
7484020,1.7937438488
7487908,1.8328446388
7491800,1.9403715133
7495676,2.1554253101
7499560,2.4682307243
7503428,2.8005865097
7507292,3.1329424381
7511172,3.4115347862
7515052,3.5190615653
7518932,3.3577711582
7522824,2.9765396118
7526708,2.4437928199
7530576,1.9061583518
7534436,1.5151515007
7538316,1.2952101230
7542196,1.2316715717
7546084,1.2463343143
7549972,1.3294233083
7553848,1.4369501113
7557724,1.5591397285
7561604,1.6422286987
7565484,1.6862169265
7569360,1.7106549739
7573236,1.7204301357
7577116,1.7546432018
7580996,1.7741935253
7584876,1.7741935253
7588756,1.7693059444
7592636,1.7741935253
7596520,1.8084066390
7600384,1.8279570579
7604260,1.8328446388
7608132,1.8230694770
7612004,1.8181818962
7615896,1.8475073814
7619776,1.8719452857
7623652,1.8768328666
7627528,1.8670577049
7631400,1.8572825431
7635284,1.8768328666
7639168,1.9061583518
7643036,1.9110459327
7646920,1.9061583518
7650796,1.9012707710
7654672,1.9159335136
7658548,1.9452590942
7662416,1.9648094177
7666296,1.9648094177
7670176,1.9599218368
7674056,1.9745845794
7677932,2.0039100646
7681796,2.0234603881
7685668,2.0234603881
7689532,2.0185728073
7693396,2.0381231307
7697268,2.0772237777
7701148,2.1114368438
7705028,2.1163244247
7708916,2.1212120056
7712792,2.1407625675
7716668,2.1652004718
7720540,2.1994135379
7724420,2.2091886997
7728292,2.2140762805
7732156,2.2091886997
7736028,2.2434017658
7739908,2.2580645084
7743780,2.2678396701
7747652,2.2287390232
7751516,2.2189638614
7755396,2.2091886997
7759276,2.2140762805
7763148,2.1847507953
7767020,2.1407625675
7770900,2.0821113586
7774780,2.0381231307
7778664,1.9941349029
7782536,1.9403715133
7786408,1.8523949623
7790292,1.7741935253
7794184,1.7106549739
7798064,1.6715541839
7801940,1.6324535369
7805820,1.5786901473
7809700,1.5249266624
7813576,1.4956011772
7817452,1.4907135963
7821324,1.4907135963
7825200,1.4858260154
7829080,1.4858260154
7832960,1.4907135963
7836844,1.5249266624
7840724,1.5640274047
7844588,1.5884653091
7848468,1.5982404708
7852332,1.6324535369
7856212,1.6959922313
7860092,1.7839686870
7863964,1.8523949623
7867856,1.8963831901
7871736,1.9305962562
7875620,1.9794721603
7879492,2.0332355499
7883364,2.0625610351
7887244,2.0527858734
7891116,2.0332355499
7894988,2.0332355499
7898868,2.0723361968
7902748,2.0772237777
7906628,2.0674486160
7910500,2.0576734542
7914364,2.0772237777
7918244,2.1065492630
7922124,2.1016616821
7926012,2.0625610351
7929892,2.0381231307
7933764,2.0283479690
7937636,2.0332355499
7941508,2.0136852264
7945384,1.9745845794
7949256,1.9501466751
7953144,1.9501466751
7957032,1.9599218368
7960912,1.9501466751
7964800,1.9257086753
7968668,1.9110459327
7972544,1.9061583518
7976412,1.9110459327
7980292,1.9110459327
7984172,1.8768328666
7988048,1.8572825431
7991936,1.8670577049
7995816,1.8866080284
7999684,1.8914956092
8003552,1.8523949623
8007432,1.8230694770
8011304,1.8279570579
8015180,1.8523949623
8019064,1.8621701240
8022936,1.8377322196
8026824,1.8230694770
8030696,1.8084066390
8034552,1.8230694770
8038412,1.8475073814
8042288,1.8279570579
8046156,1.8132943153
8050044,1.8035190582
8053924,1.8132943153
8057804,1.8181818962
8061696,1.8084066390
8065548,1.7888562679
8069420,1.7790811061
8073292,1.7888562679
8077176,1.8084066390
8081044,1.8181818962
8084932,1.7937438488
8088812,1.7937438488
8092700,1.8084066390
8096552,1.8377322196
8100432,1.8426198005
8104304,1.8426198005
8108176,1.8475073814
8112048,1.8670577049
8115920,1.8866080284
8119788,1.8963831901
8123672,1.8866080284
8127532,1.8768328666
8131400,1.8866080284
8135272,1.9061583518
8139152,1.8963831901
8143032,1.8670577049
8146896,1.8279570579
8150772,1.8035190582
8154648,1.7888562679
8158524,1.7741935253
8162404,1.7350928783
8166276,1.6959922313
8170168,1.6911046504
8174040,1.6862169265
8177928,1.7008798122
8181796,1.6813293457
8185676,1.6617790222
8189552,1.6520038604
8193412,1.6764417648
8197292,1.6911046504
8201164,1.6911046504
8205040,1.6715541839
8208916,1.6666666030
8212788,1.6764417648
8216668,1.6813293457
8220540,1.6764417648
8224416,1.7008798122
8228284,1.7790811061
8232160,1.9550342559
8236028,2.2238514423
8239916,2.5513195991
8243804,2.8836755752
8247688,3.1867058277
8251556,3.3724339008
8255420,3.3040077686
8259284,3.0058650970
8263140,2.5366568565
8267024,1.9892473220
8270896,1.5444769859
8274772,1.2512218952
8278660,1.1192570924
8282528,1.0997067642
8286392,1.1485825777
8290268,1.2609970569
8294140,1.3782991170
8298024,1.4809384346
8301900,1.5395894050
8305764,1.5591397285
8309644,1.5786901473
8313520,1.6129032135
8317396,1.6324535369
8321284,1.6324535369
8325168,1.6226783752
8329044,1.6177907943
8332924,1.6324535369
8336804,1.6617790222
8340688,1.6862169265
8344560,1.6715541839
8348436,1.6813293457
8352324,1.6911046504
8356196,1.7204301357
8360080,1.7302052974
8363944,1.7253177165
8367832,1.7155425548
8371720,1.7253177165
8375596,1.7595307826
8379468,1.7741935253
8383340,1.7839686870
8387220,1.7644183635
8391104,1.7790811061
8394972,1.7937438488
8398860,1.8084066390
8402728,1.8084066390
8406592,1.8084066390
8410452,1.8230694770
8414320,1.8475073814
8418188,1.8768328666
8422072,1.8963831901
8425948,1.8914956092
8429824,1.9159335136
8433708,1.9305962562
8437576,1.9648094177
8441448,1.9648094177
8445328,1.9648094177
8449208,1.9745845794
8453076,2.0039100646
8456940,2.0381231307
8460812,2.0723361968
8464684,2.0625610351
8468540,2.0674486160
8472396,2.0918865203
8476268,2.1114368438
8480156,2.1163244247
8484044,2.1065492630
8487916,2.0674486160
8491788,2.0772237777
8495668,2.0625610351
8499532,2.0576734542
8503396,2.0039100646
8507256,1.9501466751
8511132,1.9012707710
8515008,1.8621701240
8518888,1.8084066390
8522756,1.7302052974
8526628,1.6471162796
8530516,1.5835777282
8534388,1.5395894050
8538256,1.4956011772
8542124,1.4467253684
8546004,1.3978494453
8549888,1.3587487936
8553772,1.3489736318
8557652,1.3489736318
8561528,1.3391984701
8565396,1.3147605657
8569276,1.3049852848
8573156,1.3098728656
8577036,1.3294233083
8580908,1.3294233083
8584788,1.3196481466
8588676,1.3196481466
8592556,1.3343108892
8596432,1.3587487936
8600320,1.3734115362
8604212,1.3782991170
8608092,1.3880742835
8611976,1.3978494453
8615844,1.4271749496
8619724,1.4418377876
8623604,1.4418377876
8627492,1.4320625305
8631356,1.4418377876
8635240,1.4760508537
8639112,1.4858260154
8642992,1.4760508537
8646860,1.4711632728
8650744,1.4907135963
8654612,1.5004887580
8658476,1.5200390815
8662332,1.5200390815
8666196,1.5053763389
8670068,1.5053763389
8673948,1.5200390815
8677812,1.5444769859
8681692,1.5347018241
8685564,1.5249266624
8689436,1.5151515007
8693316,1.5249266624
8697196,1.5347018241
8701084,1.5200390815
8704948,1.5004887580
8708816,1.4858260154
8712696,1.4956011772
8716564,1.5102639198
8720432,1.5151515007
8724300,1.5053763389
8728184,1.4907135963
8732064,1.4907135963
8735940,1.5053763389
8739812,1.5102639198
8743692,1.5004887580
8747552,1.4809384346
8751424,1.4809384346
8755304,1.4907135963
8759180,1.5004887580
8763048,1.4956011772
8766928,1.4809384346
8770808,1.4858260154
8774684,1.4907135963
8778552,1.4956011772
8782432,1.4809384346
8786312,1.4662756919
8790200,1.4565005302
8794060,1.4613881111
8797956,1.4711632728
8801848,1.4662756919
8805728,1.4565005302
8809584,1.4516129493
8813452,1.4613881111
8817344,1.4956011772
8821232,1.4858260154
8825112,1.4858260154
8828984,1.4809384346
8832856,1.4858260154
8836736,1.4956011772
8840604,1.5053763389
8844484,1.4907135963
8848360,1.4907135963
8852236,1.5004887580
8856100,1.5200390815
8859964,1.5200390815
8863828,1.5053763389
8867704,1.4662756919
8871584,1.4369501113
8875460,1.4027370452
8879332,1.3782991170
8883212,1.3343108892
8887084,1.2952101230
8890964,1.2707722187
8894852,1.2658846378
8898732,1.2707722187
8902604,1.2658846378
8906484,1.2805473804
8910348,1.2756597995
8914228,1.2903225421
8918100,1.3098728656
8921972,1.3196481466
8925860,1.3196481466
8929748,1.3294233083
8933620,1.3391984701
8937500,1.3587487936
8941376,1.3685239553
8945260,1.3636363744
8949152,1.3685239553
8953036,1.4173997879
8956916,1.5200390815
8960792,1.7106549739
8964672,1.9696969985
8968540,2.3167154788
8972420,2.6783969402
8976292,3.0303030014
8980156,3.1720430850
8984028,3.0498533248
8987904,2.7174975872
8991788,2.2336266040
8995664,1.7399804592
8999532,1.3440860509
9003384,1.0703812837
9007268,0.9481915473
9011140,0.9481915473
9015016,1.0312805175
9018888,1.1485825777
9022772,1.2707722187
9026648,1.3587487936
9030524,1.4222873687
9034396,1.4711632728
9038284,1.5102639198
9042164,1.5298142433
9046052,1.5395894050
9049916,1.5493645668
9053796,1.5640274047
9057668,1.5786901473
9061540,1.5982404708
9065400,1.6080156326
9069280,1.6226783752
9073164,1.6373411178
9077052,1.6568914413
9080936,1.6715541839
9084816,1.6715541839
9088700,1.6764417648
9092584,1.6862169265
9096464,1.7106549739
9100336,1.7302052974
9104208,1.7399804592
9108084,1.7595307826
9111964,1.7546432018
9115844,1.7741935253
9119724,1.7839686870
9123596,1.7937438488
9127476,1.7888562679
9131356,1.7986314296
9135244,1.8328446388
9139128,1.8426198005
9143000,1.8572825431
9146888,1.8621701240
9150768,1.8719452857
9154648,1.8866080284
9158516,1.9159335136
9162400,1.9354838371
9166288,1.9550342559
9170168,1.9794721603
9174044,1.9892473220
9177916,2.0136852264
9181796,2.0332355499
9185676,2.0527858734
9189548,2.0625610351
9193412,2.0723361968
9197292,2.0821113586
9201172,2.0918865203
9205044,2.0918865203
9208908,2.0918865203
9212780,2.0869989395
9216660,2.0967741012
9220532,2.0869989395
9224396,2.0821113586
9228268,2.0430107116
9232140,2.0234603881
9236016,1.9696969985
9239896,1.9354838371
9243784,1.8621701240
9247652,1.7986314296
9251536,1.7253177165
9255412,1.6666666030
9259292,1.6177907943
9263164,1.5542521476
9267044,1.5102639198
9270924,1.4613881111
9274820,1.4320625305
9278700,1.4125122070
9282580,1.3880742835
9286444,1.3636363744
9290332,1.3440860509
9294196,1.3440860509
9298060,1.3538612127
9301940,1.3636363744
9305828,1.3636363744
9309720,1.3734115362
9313596,1.3880742835
9317460,1.4076246261
9321332,1.4125122070
9325212,1.4173997879
9329100,1.4222873687
9332980,1.4320625305
9336860,1.4565005302
9340728,1.4809384346
9344600,1.4907135963
9348472,1.4956011772
9352356,1.5004887580
9356212,1.5102639198
9360092,1.5249266624
9363972,1.5298142433
9367860,1.5347018241
9371732,1.5347018241
9375596,1.5542521476
9379476,1.5493645668
9383364,1.5591397285
9387244,1.5591397285
9391132,1.5591397285
9395012,1.5689149856
9398900,1.5689149856
9402780,1.5689149856
9406660,1.5640274047
9410532,1.5689149856
9414412,1.5786901473
9418296,1.5933528900
9422164,1.6031280517
9426044,1.6031280517
9429916,1.6031280517
9433800,1.6129032135
9437688,1.6226783752
9441564,1.6177907943
9445432,1.6226783752
9449312,1.6080156326
9453192,1.6080156326
9457068,1.6129032135
9460960,1.6129032135
9464844,1.6129032135
9468724,1.6031280517
9472596,1.6031280517
9476468,1.6177907943
9480356,1.6275659561
9484236,1.6275659561
9488124,1.6275659561
9492012,1.6324535369
9495900,1.6422286987
9499788,1.6471162796
9503668,1.6617790222
9507540,1.6471162796
9511420,1.6471162796
9515308,1.6520038604
9519176,1.6715541839
9523052,1.6666666030
9526928,1.6715541839
9530812,1.6764417648
9534700,1.6911046504
9538572,1.7057673931
9542444,1.7204301357
9546328,1.7302052974
9550200,1.7302052974
9554080,1.7399804592
9557948,1.7546432018
9561828,1.7693059444
9565712,1.7790811061
9569580,1.7839686870
9573444,1.7937438488
9577324,1.8181818962
9581212,1.8230694770
9585092,1.8230694770
9588964,1.8132943153
9592860,1.8035190582
9596724,1.7986314296
9600604,1.7741935253
9604488,1.7497556209
9608368,1.7253177165
9612244,1.6959922313
9616132,1.6911046504
9620016,1.6715541839
9623900,1.6617790222
9627788,1.6471162796
9631676,1.6373411178
9635556,1.6520038604
9639420,1.6471162796
9643308,1.6617790222
9647184,1.6520038604
9651044,1.6568914413
9654932,1.6617790222
9658820,1.6764417648
9662708,1.6764417648
9666588,1.6666666030
9670444,1.6520038604
9674308,1.6617790222
9678200,1.7106549739
9682084,1.8132943153
9685968,1.9990224838
9689844,2.2580645084
9693716,2.6050829887
9697580,2.9716520309
9701444,3.2844574451
9705324,3.4017596244
9709204,3.2404692173
9713096,2.8739002227
9716964,2.3851418495
9720852,1.8768328666
9724728,1.4760508537
9728596,1.2072336673
9732464,1.0948191833
9736348,1.1143695116
9740228,1.1974585056
9744108,1.3000977039
9747972,1.4076246261
9751864,1.4858260154
9755732,1.5542521476
9759604,1.5982404708
9763468,1.6275659561
9767356,1.6568914413
9771244,1.6666666030
9775116,1.6911046504
9778980,1.7057673931
9782864,1.7302052974
9786736,1.7253177165
9790620,1.7350928783
9794496,1.7497556209
9798372,1.7644183635
9802260,1.7839686870
9806140,1.7888562679
9810012,1.7986314296
9813896,1.8084066390
9817768,1.8426198005
9821632,1.8426198005
9825496,1.8475073814
9829372,1.8523949623
9833264,1.8572825431
9837152,1.8670577049
9841020,1.8914956092
9844904,1.8866080284
9848764,1.9110459327
9852636,1.9110459327
9856516,1.9403715133
9860392,1.9452590942
9864264,1.9550342559
9868136,1.9501466751
9872024,1.9648094177
9875904,1.9892473220
9879780,2.0185728073
9883644,2.0430107116
9887516,2.0723361968
9891388,2.0723361968
9895268,2.0918865203
9899140,2.1114368438
9903020,2.1260998249
9906900,2.1358749866
9910788,2.1505377292
9914668,2.1652004718
9918540,2.1798632144
9922412,2.2043011188
9926292,2.1945259571
9930180,2.1945259571
9934068,2.1945259571
9937956,2.1945259571
9941836,2.1896383762
9945716,2.1700880527
9949580,2.1700880527
9953452,2.1260998249
9957324,2.1114368438
9961212,2.0674486160
9965084,2.0136852264
9968968,1.9452590942
9972836,1.8817204475
9976708,1.8230694770
9980580,1.7693059444
9984452,1.7057673931
9988332,1.6520038604
9992204,1.6031280517
9996076,1.5689149856
9999956,1.5395894050
10003828,1.5151515007
10007752,1.4907135963
10011676,1.4809384346
10015584,1.4760508537
10019496,1.4858260154
10023416,1.4662756919
10027336,1.4662756919
10031264,1.4760508537
10035168,1.4907135963
10039084,1.5053763389
10042996,1.5298142433
10046924,1.5347018241
